city_id,city_name,city_no,weather,humidity,temperature,wind,winp,hour,month,date
101010100,北京,beijing,多云,89%,23,西南风,1级,4,08,2017-08-15
101010100,北京,beijing,多云,88%,23,北风,0级,6,08,2017-08-15
101010100,北京,beijing,阴,82%,24,西南风,1级,7,08,2017-08-15
101010100,北京,beijing,阴,82%,25,南风,2级,8,08,2017-08-15
101010100,北京,beijing,阴,78%,26,西南风,2级,9,08,2017-08-15
101010100,北京,beijing,阴,72%,27,南风,2级,10,08,2017-08-15
101010100,北京,beijing,晴,69%,28,南风,2级,11,08,2017-08-15
101010100,北京,beijing,晴,66%,28,西南风,2级,12,08,2017-08-15
101010100,北京,beijing,晴,67%,29,南风,2级,13,08,2017-08-15
101010100,北京,beijing,多云,65%,30,西南风,3级,14,08,2017-08-15
101010100,北京,beijing,多云,66%,30,西南风,2级,15,08,2017-08-15
101010100,北京,beijing,多云,68%,29,西南风,2级,16,08,2017-08-15
101010100,北京,beijing,多云,71%,29,西南风,2级,17,08,2017-08-15
101010100,北京,beijing,雷阵雨,73%,28,南风,3级,18,08,2017-08-15
101010100,北京,beijing,雷阵雨,73%,28,南风,2级,19,08,2017-08-15
101010100,北京,beijing,多云,79%,26,东南风,1级,21,08,2017-08-15
101010100,北京,beijing,多云,81%,26,西南风,2级,23,08,2017-08-15
101010100,北京,beijing,多云,85%,25,西南风,1级,0,08,2017-08-16
101010100,北京,beijing,多云,87%,24,西南风,1级,2,08,2017-08-16
101010100,北京,beijing,多云,87%,24,西风,1级,4,08,2017-08-16
101010100,北京,beijing,阴,88%,24,东风,1级,6,08,2017-08-16
101010100,北京,beijing,阴,85%,25,西南风,1级,7,08,2017-08-16
101010100,北京,beijing,阴,84%,25,西南风,1级,8,08,2017-08-16
101010100,北京,beijing,阴,77%,27,东南风,1级,9,08,2017-08-16
101010100,北京,beijing,多云,76%,27,南风,2级,10,08,2017-08-16
101010100,北京,beijing,阴,72%,28,南风,1级,10,08,2017-08-16
101010100,北京,beijing,多云,70%,26,东风,2级,12,08,2017-08-16
101010100,北京,beijing,雷阵雨,70%,28,东风,2级,13,08,2017-08-16
101010100,北京,beijing,雷阵雨,70%,29,北风,2级,14,08,2017-08-16
101010100,北京,beijing,多云,76%,25,东风,3级,15,08,2017-08-16
101010100,北京,beijing,阵雨,89%,23,东风,2级,16,08,2017-08-16
101010100,北京,beijing,阵雨,84%,23,东风,3级,17,08,2017-08-16
101010100,北京,beijing,阵雨,83%,23,东风,2级,18,08,2017-08-16
101010100,北京,beijing,阵雨,82%,22,东风,2级,18,08,2017-08-16
101010100,北京,beijing,多云,86%,21,东南风,1级,21,08,2017-08-16
101010100,北京,beijing,阴,86%,21,北风,1级,23,08,2017-08-16
101010100,北京,beijing,阴,90%,21,东风,1级,0,08,2017-08-17
101010100,北京,beijing,阴,90%,20,西风,1级,2,08,2017-08-17
101010100,北京,beijing,阴,90%,20,西北风,1级,3,08,2017-08-17
101010100,北京,beijing,晴,84%,22,东北风,1级,6,08,2017-08-17
101010100,北京,beijing,多云,78%,24,东北风,1级,7,08,2017-08-17
101010100,北京,beijing,多云,68%,25,东北风,2级,8,08,2017-08-17
101010100,北京,beijing,多云,68%,26,东北风,2级,9,08,2017-08-17
101010100,北京,beijing,多云,62%,27,东风,2级,10,08,2017-08-17
101010100,北京,beijing,多云,56%,28,东北风,2级,11,08,2017-08-17
101010100,北京,beijing,多云,53%,29,东风,2级,12,08,2017-08-17
101010100,北京,beijing,多云,54%,29,东风,2级,13,08,2017-08-17
